metro,date,upt,year,month,baseline_monthly_mean,pct_of_baseline,jan2019_upt,index_jan2019_100,upt_12m_avg
NYC,2021-07-01,192283217,2021,7,350211192.8,0.549049319248371,324801572,59.20021132163732,146925980.08333334
NYC,2021-08-01,186872894,2021,8,347835947.2,0.5372443403399912,324801572,57.53447954371354,151487614.83333334
NYC,2021-09-01,200178308,2021,9,357554622.8,0.5598537824302463,324801572,61.63095417530799,156605066.5
NYC,2021-10-01,228172736,2021,10,387564828.0,0.5887343729756612,324801572,70.24988659845526,163254335.41666666
NYC,2021-11-01,213222068,2021,11,354933696.2,0.6007377442119569,324801572,65.64687069925881,170303965.0
NYC,2021-12-01,208809807,2021,12,347595637.4,0.6007262017495045,324801572,64.28842253263478,176917361.75
NYC,2022-01-01,173908341,2022,1,327573919.2,0.5308980074626161,324801572,53.542949293361175,181098207.91666666
NYC,2022-02-01,195239620,2022,2,318825966.0,0.612370511879826,324801572,60.110429514793104,187950396.25
NYC,2022-03-01,234476899,2022,3,368592066.2,0.6361420130860104,324801572,72.19081408879387,195091263.5
NYC,2022-04-01,233537236,2022,4,359502738.4,0.649611841732775,324801572,71.9015103781579,202034947.58333334
NYC,2022-05-01,239492836,2022,5,374027500.8,0.640308093623473,324801572,73.73512219331253,208082300.16666666
NYC,2022-06-01,247118922,2022,6,364981595.8,0.6770722821197112,324801572,76.0830437113771,212776073.66666666
NYC,2022-07-01,229051643,2022,7,350211192.8,0.6540386135825411,324801572,70.52048473459975,215840109.16666666
NYC,2022-08-01,238663731,2022,8,347835947.2,0.6861387758257551,324801572,73.4798571110364,220156012.25
NYC,2022-09-01,256950259,2022,9,357554622.8,0.7186321826517859,324801572,79.10991853204455,224887008.16666666
NYC,2022-10-01,265592539,2022,10,387564828.0,0.6852854537151137,324801572,81.77070614670548,228005325.08333334
NYC,2022-11-01,258626361,2022,11,354933696.2,0.7286610535119996,324801572,79.62595729062542,231789016.16666666
NYC,2022-12-01,249701789,2022,12,347595637.4,0.718368593080622,324801572,76.87825753503435,235196681.33333334
NYC,2023-01-01,246325226,2023,1,327573919.2,0.7519683697700192,324801572,75.83868036205195,241231421.75
NYC,2023-02-01,238964173,2023,2,318825966.0,0.7495128956968329,324801572,73.57235727910825,244875134.5
NYC,2023-03-01,283549969,2023,3,368592066.2,0.7692785466688377,324801572,87.29944478224385,248964557.0
NYC,2023-04-01,260264269,2023,4,359502738.4,0.7239562907318317,324801572,80.13023686966638,251191809.75
NYC,2023-05-01,295955516,2023,5,374027500.8,0.7912667260214465,324801572,91.11886810695609,255897033.08333334
NYC,2023-06-01,274625867,2023,6,364981595.8,0.7524375753743142,324801572,84.55188973038591,258189278.5
NYC,2023-07-01,254373283,2023,7,350211192.8,0.7263425276794865,324801572,78.31651843113616,260299415.16666666
NYC,2023-08-01,273114252,2023,8,347835947.2,0.7851812160258519,324801572,84.08649327596235,263170291.91666666
NYC,2023-09-01,286907684,2023,9,357554622.8,0.802416374184269,324801572,88.33321902764682,265666744.0
NYC,2023-10-01,296063827,2023,10,387564828.0,0.7639078822704727,324801572,91.15221492831938,268206018.0
NYC,2023-11-01,283241071,2023,11,354933696.2,0.7980112173976228,324801572,87.20434117849652,270257243.8333333
NYC,2023-12-01,276034333,2023,12,347595637.4,0.7941248488177948,324801572,84.98552864146852,272451622.5
NYC,2024-01-01,277545629,2024,1,327573919.2,0.8472763328589196,324801572,85.45082688208171,275053322.75
NYC,2024-02-01,275638818,2024,2,318825966.0,0.8645431909394732,324801572,84.86375737122356,278109543.1666667
NYC,2024-03-01,301752483,2024,3,368592066.2,0.8186624473796121,324801572,92.90363994913177,279626419.3333333
NYC,2024-04-01,302210158,2024,4,359502738.4,0.8406338136533094,324801572,93.04454905778596,283121910.0833333
NYC,2024-05-01,322434842,2024,5,374027500.8,0.8620618572440543,324801572,99.27133049713194,285328520.5833333
NYC,2024-06-01,295331262,2024,6,364981595.8,0.8091675454283276,324801572,90.92667260859193,287053970.1666667
NYC,2024-07-01,287511355,2024,7,350211192.8,0.8209656370525916,324801572,88.51907742614004,289815476.1666667
NYC,2024-08-01,286127000,2024,8,347835947.2,0.8225918060029651,324801572,88.09286181656782,290899871.8333333
NYC,2024-09-01,308544551,2024,9,357554622.8,0.8629298331645008,324801572,94.99478376908841,292702944.0833333
NYC,2024-10-01,335324418,2024,10,387564828.0,0.8652085890518424,324801572,103.23977680748418,295974660.0
NYC,2024-11-01,298404057,2024,11,354933696.2,0.8407318330008703,324801572,91.87272560368027,297238242.1666667
NYC,2024-12-01,296802964,2024,12,347595637.4,0.8538742494585752,324801572,91.3797806372686,298968961.4166667
NYC,2025-01-01,288229193,2025,1,327573919.2,0.8798905410537946,324801572,88.74008559293549,299859258.4166667
NYC,2025-02-01,271396537,2025,2,318825966.0,0.85123724521233,324801572,83.55764269515296,299505735.0
NYC,2025-03-01,313623228,2025,3,368592066.2,0.8508680917451609,324801572,96.5584082825806,300494963.75
NYC,2025-04-01,316744526,2025,4,359502738.4,0.8810629020788566,324801572,97.5193943950493,301706161.0833333
NYC,2025-05-01,327040194,2025,5,374027500.8,0.8743747272606966,324801572,100.68922757553649,302089940.4166667
NYC,2025-06-01,309264474,2025,6,364981595.8,0.8473426538730696,324801572,95.21643386627451,303251041.4166667
NYC,2025-07-01,304354933,2025,7,350211192.8,0.8690611244221775,324801572,93.70488299237665,304654672.9166667
NYC,2025-08-01,299395218,2025,8,347835947.2,0.8607368514095889,324801572,92.17788453314506,305760357.75
NYC,2025-09-01,322186562,2025,9,357554622.8,0.901083474958221,324801572,99.19488998039702,306897192.0
NYC,2025-10-01,336736259,2025,10,387564828.0,0.8688514402550481,324801572,103.67445481452289,307014845.4166667
NYC,2025-11-01,302925588,2025,11,354933696.2,0.8534709193384271,324801572,93.26481584885926,307391639.6666667
NYC,2025-12-01,312498570,2025,12,347595637.4,0.8990290336710653,324801572,96.21214825893762,308699606.8333333
SF Bay,2002-01-01,35671417,2002,1,36344866.2,0.9814705824945367,37042822,96.2977847638066,
SF Bay,2002-02-01,33494485,2002,2,34973942.4,0.9576982948310683,37042822,90.42098628446828,
SF Bay,2002-03-01,36849974,2002,3,38977852.2,0.9454080181462641,37042822,99.47939171589033,35338625.333333336
SF Bay,2002-04-01,36465055,2002,4,37832194.2,0.9638630740587601,37042822,98.44027272004277,35620232.75
SF Bay,2002-05-01,37676453,2002,5,38777791.6,0.9715987281751238,37042822,101.71053652445809,36031476.8
SF Bay,2002-06-01,36002433,2002,6,37841994.4,0.9513883602287093,37042822,97.19138838828208,36026636.166666664
SF Bay,2002-07-01,36080726,2002,7,38112052.0,0.9467012167174835,37042822,97.40274647541702,36034363.28571428
SF Bay,2002-08-01,36738186,2002,8,40027973.8,0.9178127822198185,37042822,99.17761125218809,36122341.125
SF Bay,2002-09-01,35533671,2002,9,38209794.2,0.929962375981601,37042822,95.92592864550114,36056933.333333336
SF Bay,2002-10-01,38450732,2002,10,40476741.8,0.9499463220134977,37042822,103.80076334357031,36296313.2
SF Bay,2002-11-01,35216856,2002,11,36751034.6,0.95825481876366,37042822,95.07066173306127,36198180.72727273
SF Bay,2002-12-01,35460730,2002,12,35804322.8,0.9904035945067505,37042822,95.72901870165292,36136726.5
SF Bay,2003-01-01,36641074,2003,1,36344866.2,1.008149921322313,37042822,98.9154498002339,36217531.25
SF Bay,2003-02-01,33349456,2003,2,34973942.4,0.9535515218324372,37042822,90.02946913709759,36205445.5
SF Bay,2003-03-01,36842990,2003,3,38977852.2,0.9452288394689946,37042822,99.46053786074938,36204863.5
SF Bay,2003-04-01,36289280,2003,4,37832194.2,0.9592168989236156,37042822,97.9657543369671,36190215.583333336
SF Bay,2003-05-01,37111510,2003,5,38777791.6,0.9570300027090763,37042822,100.18542863715945,36143137.0
SF Bay,2003-06-01,35748999,2003,6,37841994.4,0.9446911973540169,37042822,96.50722345074033,36122017.5
SF Bay,2003-07-01,36759541,2003,7,38112052.0,0.9645122493010873,37042822,99.23526074768277,36178585.416666664
SF Bay,2003-08-01,37148924,2003,8,40027973.8,0.9280740560492723,37042822,100.2864306612493,36212813.583333336
SF Bay,2003-09-01,36342490,2003,9,38209794.2,0.9511302209526163,37042822,98.10939890054813,36280215.166666664
SF Bay,2003-10-01,38719686,2003,10,40476741.8,0.9565909773893906,37042822,104.52682573698084,36302628.0
SF Bay,2003-11-01,35388519,2003,11,36751034.6,0.9629257893055342,37042822,95.5340794499944,36316933.25
SF Bay,2003-12-01,36256460,2003,12,35804322.8,1.0126280059121802,37042822,97.87715417578067,36383244.083333336
SF Bay,2004-01-01,35380331,2004,1,36344866.2,0.9734615834133955,37042822,95.51197530252959,36278182.166666664
SF Bay,2004-02-01,33274585,2004,2,34973942.4,0.9514107565980323,37042822,89.8273490070492,36271942.916666664
SF Bay,2004-03-01,36893002,2004,3,38977852.2,0.9465119270989487,37042822,99.5955491727925,36276110.583333336
SF Bay,2004-04-01,36239505,2004,4,37832194.2,0.9579012205430051,37042822,97.83138282499102,36271962.666666664
SF Bay,2004-05-01,36608655,2004,5,38777791.6,0.9440623998814827,37042822,98.82793216996264,36230058.083333336
SF Bay,2004-06-01,35893053,2004,6,37841994.4,0.9484979206064256,37042822,96.8961085092275,36242062.583333336
SF Bay,2004-07-01,34968256,2004,7,38112052.0,0.9175117624209791,37042822,94.39954655722505,36092788.833333336
SF Bay,2004-08-01,37272932,2004,8,40027973.8,0.9311720894551001,37042822,100.62119997229154,36103122.833333336
SF Bay,2004-09-01,34987729,2004,9,38209794.2,0.9156743639304918,37042822,94.45211544627998,35990226.083333336
SF Bay,2004-10-01,36685217,2004,10,40476741.8,0.9063283102495172,37042822,99.03461728698748,35820687.0
SF Bay,2004-11-01,31883357,2004,11,36751034.6,0.8675499165403088,37042822,86.07162002938114,35528590.166666664
SF Bay,2004-12-01,33163052,2004,12,35804322.8,0.926230393610461,37042822,89.52625693582416,35270806.166666664
SF Bay,2005-01-01,34192172,2005,1,36344866.2,0.940770336361838,37042822,92.3044469992054,35171792.916666664
SF Bay,2005-02-01,30343764,2005,2,34973942.4,0.8676106243029668,37042822,81.91536811099327,34927557.833333336
SF Bay,2005-03-01,37454291,2005,3,38977852.2,0.9609121305047177,37042822,101.11079280082926,34974331.916666664
SF Bay,2005-04-01,35262906,2005,4,37832194.2,0.932087253876488,37042822,95.19497731571315,34892948.666666664
SF Bay,2005-05-01,33941962,2005,5,38777791.6,0.8752938370012798,37042822,91.62898550223846,34670724.25
SF Bay,2005-06-01,36005761,2005,6,37841994.4,0.9514763048535307,37042822,97.20037258500446,34680116.583333336
SF Bay,2005-07-01,35291381,2005,7,38112052.0,0.9259900516508531,37042822,95.27184780900332,34707043.666666664
SF Bay,2005-08-01,38868678,2005,8,40027973.8,0.9710378595281284,37042822,104.92904131332111,34840022.5
SF Bay,2005-09-01,36048620,2005,9,38209794.2,0.9434392609212221,37042822,97.31607381316682,34928430.083333336
SF Bay,2005-10-01,38204646,2005,10,40476741.8,0.9438666330598774,37042822,103.13643490768602,35055049.166666664
SF Bay,2005-11-01,32948328,2005,11,36751034.6,0.8965279034620701,37042822,88.94659267590357,35143796.75
SF Bay,2005-12-01,34053606,2005,12,35804322.8,0.9511032003096566,37042822,91.93037722665946,35218009.583333336
SF Bay,2006-01-01,32942758,2006,1,36344866.2,0.9063937068504051,37042822,88.93155602453831,35113891.75
SF Bay,2006-02-01,31757329,2006,2,34973942.4,0.9080282867967439,37042822,85.73139757008794,35231688.833333336
SF Bay,2006-03-01,36885834,2006,3,38977852.2,0.9463280277921521,37042822,99.57619859523662,35184317.416666664
SF Bay,2006-04-01,34892663,2006,4,37832194.2,0.9223008006234013,37042822,94.19547733161366,35153463.833333336
SF Bay,2006-05-01,38746351,2006,5,38777791.6,0.9991892111772553,37042822,104.59880999347189,35553829.583333336
SF Bay,2006-06-01,38260026,2006,6,37841994.4,1.0110467644908272,37042822,103.28593755626933,35741685.0
SF Bay,2006-07-01,35565802,2006,7,38112052.0,0.9331904249081104,37042822,96.01266879720988,35764553.416666664
SF Bay,2006-08-01,38931211,2006,8,40027973.8,0.9726000919886683,37042822,105.09785404578518,35769764.5
SF Bay,2006-09-01,35574061,2006,9,38209794.2,0.9310194348023993,37042822,96.03496461473696,35730217.916666664
SF Bay,2006-10-01,38339272,2006,10,40476741.8,0.9471926418741541,37042822,103.49986834156427,35741436.75
SF Bay,2006-11-01,33096395,2006,11,36751034.6,0.9005568240519682,37042822,89.34631114227744,35753775.666666664
SF Bay,2006-12-01,33734025,2006,12,35804322.8,0.942177434507992,37042822,91.06764328052544,35727143.916666664
SF Bay,2007-01-01,33101034,2007,1,36344866.2,0.9107485447284436,37042822,89.35883448620626,35740333.583333336
SF Bay,2007-02-01,31161237,2007,2,34973942.4,0.8909843975725197,37042822,84.12220051701244,35690659.25
SF Bay,2007-03-01,36549663,2007,3,38977852.2,0.9377033606792731,37042822,98.66867864440782,35662645.0
SF Bay,2007-04-01,35078466,2007,4,37832194.2,0.9272120410081844,37042822,94.69706708630352,35678128.583333336
SF Bay,2007-05-01,38420680,2007,5,38777791.6,0.9907908216206928,37042822,103.71963561523472,35650989.333333336
SF Bay,2007-06-01,37238541,2007,6,37841994.4,0.9840533404867267,37042822,100.52835877352973,35565865.583333336
SF Bay,2007-07-01,36034901,2007,7,38112052.0,0.9454988411539741,37042822,97.2790382978921,35604957.166666664
SF Bay,2007-08-01,39608146,2007,8,40027973.8,0.9895116399821368,37042822,106.92529311076785,35661368.416666664
SF Bay,2007-09-01,35814624,2007,9,38209794.2,0.9373152813264825,37042822,96.68438327943805,35681415.333333336
SF Bay,2007-10-01,38817653,2007,10,40476741.8,0.9590113055987131,37042822,104.79129532841746,35721280.416666664
SF Bay,2007-11-01,33534181,2007,11,36751034.6,0.9124690329126135,37042822,90.52814874633471,35757762.583333336
SF Bay,2007-12-01,34190186,2007,12,35804322.8,0.9549178234981169,37042822,92.29908563661807,35795776.0
SF Bay,2008-01-01,33108202,2008,1,36344866.2,0.9109457665302947,37042822,89.37818506376215,35796373.333333336
SF Bay,2008-02-01,32495022,2008,2,34973942.4,0.9291209331893908,37042822,87.72285761597753,35907522.083333336
SF Bay,2008-03-01,36326572,2008,3,38977852.2,0.9319798282779674,37042822,98.06642701249922,35888931.166666664
SF Bay,2008-04-01,36406553,2008,4,37832194.2,0.9623167191291273,37042822,98.28234198787554,35999605.083333336
SF Bay,2008-05-01,38465905,2008,5,38777791.6,0.9919570819499685,37042822,103.8417240457544,36003373.833333336
SF Bay,2008-06-01,38186662,2008,6,37841994.4,1.009108071745817,37042822,103.08788569078243,36082383.916666664
SF Bay,2008-07-01,40582217,2008,7,38112052.0,1.0648132249609652,37042822,109.55487408599703,36461326.916666664
SF Bay,2008-08-01,39531408,2008,8,40027973.8,0.9875945307029257,37042822,106.71813286795482,36454932.083333336
SF Bay,2008-09-01,38815473,2008,9,38209794.2,1.0158514017853568,37042822,104.78541024763177,36705002.833333336
SF Bay,2008-10-01,40525007,2008,10,40476741.8,1.0011924181110843,37042822,109.40043120904774,36847282.333333336
SF Bay,2008-11-01,34996945,2008,11,36751034.6,0.9522710144328834,37042822,94.4769947602804,36969179.333333336
SF Bay,2008-12-01,34971579,2008,12,35804322.8,0.976741808394153,37042822,94.40851725605572,37034295.416666664
SF Bay,2009-01-01,35357599,2009,1,36344866.2,0.9728361305674582,37042822,95.45060848765789,37221745.166666664
SF Bay,2009-02-01,33105419,2009,2,34973942.4,0.9465738412149955,37042822,89.3706721372362,37272611.583333336
SF Bay,2009-03-01,37233951,2009,3,38977852.2,0.9552591766459619,37042822,100.51596770893967,37348226.5
SF Bay,2009-04-01,36513986,2009,4,37832194.2,0.9651564433976181,37042822,98.57236578789812,37357179.25
SF Bay,2009-05-01,36711880,2009,5,38777791.6,0.9467243616833507,37042822,99.10659614432184,37211010.5
SF Bay,2009-06-01,37644616,2009,6,37841994.4,0.994784143829375,37042822,101.62459004878193,37165840.0
SF Bay,2009-07-01,40422746,2009,7,38112052.0,1.0606289579999524,37042822,109.12436962821029,37152550.75
SF Bay,2009-08-01,40146165,2009,8,40027973.8,1.002952715033505,37042822,108.37771755078487,37203780.5
SF Bay,2009-09-01,39203408,2009,9,38209794.2,1.0260041651833864,37042822,105.832671171759,37236108.416666664
SF Bay,2009-10-01,40558056,2009,10,40476741.8,1.0020089116955555,37042822,109.48964957367448,37238862.5
SF Bay,2009-11-01,35215453,2009,11,36751034.6,0.9582166429676513,37042822,95.06687422464736,37257071.5
SF Bay,2009-12-01,35182762,2009,12,35804322.8,0.982640062668634,37042822,94.97862230906706,37274670.083333336
SF Bay,2010-01-01,33011226,2010,1,36344866.2,0.9082775492512336,37042822,89.11639075446249,37079139.0
SF Bay,2010-02-01,31210178,2010,2,34973942.4,0.8923837536828563,37042822,84.25432058065122,36921202.25
SF Bay,2010-03-01,36258921,2010,3,38977852.2,0.9302442016032889,37042822,97.88379783808048,36839949.75
SF Bay,2010-04-01,34763300,2010,4,37832194.2,0.9188814113245379,37042822,93.8462517785497,36694059.25
SF Bay,2010-05-01,34716053,2010,5,38777791.6,0.8952560619774953,37042822,93.71870480062238,36527740.333333336
SF Bay,2010-06-01,35769538,2010,6,37841994.4,0.9452339541596677,37042822,96.56267009030792,36371483.833333336
SF Bay,2010-07-01,34682319,2010,7,38112052.0,0.9100092275272924,37042822,93.6276372248313,35893114.916666664
SF Bay,2010-08-01,35706784,2010,8,40027973.8,0.8920457522633835,37042822,96.39326075103025,35523166.5
SF Bay,2010-09-01,35881074,2010,9,38209794.2,0.9390543642341836,37042822,96.86377026026797,35246305.333333336
SF Bay,2010-10-01,36519835,2010,10,40476741.8,0.9022424576673808,37042822,98.58815562162083,34909786.916666664
SF Bay,2010-11-01,33326960,2010,11,36751034.6,0.9068305249833701,37042822,89.9687394227146,34752412.5
SF Bay,2010-12-01,33464271,2010,12,35804322.8,0.934643316309281,37042822,90.33942122444128,34609204.916666664
SF Bay,2011-01-01,33393972,2011,1,36344866.2,0.9188085001121836,37042822,90.14964356657276,34641100.416666664
SF Bay,2011-02-01,32178280,2011,2,34973942.4,0.920064419160249,37042822,86.86778777275663,34721775.583333336
SF Bay,2011-03-01,35760745,2011,3,38977852.2,0.9174631997809258,37042822,96.53893269794618,34680260.916666664
SF Bay,2011-04-01,34958599,2011,4,37832194.2,0.9240436548615517,37042822,94.37347672917576,34696535.833333336
SF Bay,2011-05-01,35385836,2011,5,38777791.6,0.9125283967950356,37042822,95.52683648130264,34752351.083333336
SF Bay,2011-06-01,35277265,2011,6,37841994.4,0.9322253110422742,37042822,95.2337405611268,34711328.333333336
SF Bay,2011-07-01,36132843,2011,7,38112052.0,0.9480686844151032,37042822,97.54344039987018,34832205.333333336
SF Bay,2011-08-01,38301807,2011,8,40027973.8,0.9568759885617794,37042822,103.39872863897897,35048457.25
SF Bay,2011-09-01,37915384,2011,9,38209794.2,0.9922949022321611,37042822,102.35554947730495,35217983.083333336
SF Bay,2011-10-01,38260071,2011,10,40476741.8,0.945235937938068,37042822,103.28605903729473,35363002.75
SF Bay,2011-11-01,35191047,2011,11,36751034.6,0.9575525528198326,37042822,95.00098831563103,35518343.333333336
SF Bay,2011-12-01,34400034,2011,12,35804322.8,0.9607787917720372,37042822,92.86558675254277,35596323.583333336
SF Bay,2012-01-01,34902191,2012,1,36344866.2,0.9603059427413712,37042822,94.22119891405681,35722008.5
SF Bay,2012-02-01,35112866,2012,2,34973942.4,1.0039722030307914,37042822,94.78993258127039,35966557.333333336
SF Bay,2012-03-01,36949260,2012,3,38977852.2,0.9479552595768732,37042822,99.74742205116014,36065600.25
SF Bay,2012-04-01,36649402,2012,4,37832194.2,0.9687358287032687,37042822,98.93793188866658,36206500.5
SF Bay,2012-05-01,37078117,2012,5,38777791.6,0.9561688654802095,37042822,100.09528161758303,36347523.916666664
SF Bay,2012-06-01,35991568,2012,6,37841994.4,0.9511012453402826,37042822,97.1620574695956,36407049.166666664
SF Bay,2012-07-01,37008248,2012,7,38112052.0,0.9710379278449767,37042822,99.9066647784016,36479999.583333336
SF Bay,2012-08-01,39322512,2012,8,40027973.8,0.9823757804098493,37042822,106.15420175061176,36565058.333333336
SF Bay,2012-09-01,36960473,2012,9,38209794.2,0.9673036396516367,37042822,99.77769242310967,36485482.416666664
SF Bay,2012-10-01,40320113,2012,10,40476741.8,0.9961304000017117,37042822,108.8473038042296,36657152.583333336
SF Bay,2012-11-01,35545731,2012,11,36751034.6,0.9672035464275065,37042822,95.9584855603064,36686709.583333336
SF Bay,2012-12-01,34376076,2012,12,35804322.8,0.96010965469231,37042822,92.80091025462369,36684713.083333336
SF Bay,2013-01-01,34835479,2013,1,36344866.2,0.9584704152797238,37042822,94.04110464370127,36679153.75
SF Bay,2013-02-01,33185761,2013,2,34973942.4,0.9488710371982543,37042822,89.58756166039402,36518561.666666664
SF Bay,2013-03-01,36990204,2013,3,38977852.2,0.9490057022690439,37042822,99.85795358679746,36521973.666666664
SF Bay,2013-04-01,37659435,2013,4,37832194.2,0.99543354004035,37042822,101.66459510023292,36606143.083333336
SF Bay,2013-05-01,38595884,2013,5,38777791.6,0.9953089747380044,37042822,104.19261253907707,36732623.666666664
SF Bay,2013-06-01,36267968,2013,6,37841994.4,0.9584053001181143,37042822,97.9082209233411,36755657.0
SF Bay,2013-07-01,36277745,2013,7,38112052.0,0.9518706838456245,37042822,97.93461470079143,36694781.75
SF Bay,2013-08-01,39305189,2013,8,40027973.8,0.9819430080670234,37042822,106.10743695499225,36693338.166666664
SF Bay,2013-09-01,39079077,2013,9,38209794.2,1.0227502612406114,37042822,105.49702989691228,36869888.5
SF Bay,2013-10-01,39001307,2013,10,40476741.8,0.9635485779144408,37042822,105.28708368925024,36759988.0
SF Bay,2013-11-01,35734094,2013,11,36751034.6,0.9723289259453937,37042822,96.46698623555193,36775684.916666664
SF Bay,2013-12-01,36481923,2013,12,35804322.8,1.0189250947095139,37042822,98.48580920751664,36951172.166666664
SF Bay,2014-01-01,37510522,2014,1,36344866.2,1.0320720894550988,37042822,101.26259279058168,37174092.416666664
SF Bay,2014-02-01,34782590,2014,2,34973942.4,0.994528715184251,37042822,93.89832664476805,37307161.5
SF Bay,2014-03-01,38905196,2014,3,38977852.2,0.9981359619399449,37042822,105.02762451521647,37466744.166666664
SF Bay,2014-04-01,40434987,2014,4,37832194.2,1.0687983569295592,37042822,109.15741516669546,37698040.166666664
SF Bay,2014-05-01,41009842,2014,5,38777791.6,1.057560018451386,37042822,110.7092812745206,37899203.333333336
SF Bay,2014-06-01,39275101,2014,6,37841994.4,1.03787079995974,37042822,106.02621204183633,38149797.75
SF Bay,2014-07-01,39893544,2014,7,38112052.0,1.0467435340400983,37042822,107.69574737043521,38451114.333333336
SF Bay,2014-08-01,40148104,2014,8,40027973.8,1.0030011561564478,37042822,108.38295203319012,38521357.25
SF Bay,2014-09-01,39984112,2014,9,38209794.2,1.0464362040452968,37042822,107.94024278171894,38596776.833333336
SF Bay,2014-10-01,42211020,2014,10,40476741.8,1.0428462895696808,37042822,113.95195538828008,38864252.916666664
SF Bay,2014-11-01,35620823,2014,11,36751034.6,0.9692468086327017,37042822,96.16120229716839,38854813.666666664
SF Bay,2014-12-01,35789732,2014,12,35804322.8,0.9995924849610618,37042822,96.61718537534747,38797131.083333336
SF Bay,2015-01-01,36067504,2015,1,36344866.2,0.9923686003279328,37042822,97.3670526505783,38676879.583333336
SF Bay,2015-02-01,33928284,2015,2,34973942.4,0.9701017864088437,37042822,91.59206066967576,38605687.416666664
SF Bay,2015-03-01,38969463,2015,3,38977852.2,0.9997847700802764,37042822,105.20111831652568,38611043.0
SF Bay,2015-04-01,38117292,2015,4,37832194.2,1.0075358515684505,37042822,102.90061594119368,38417901.75
SF Bay,2015-05-01,37626741,2015,5,38777791.6,0.9703167572853736,37042822,101.57633508591759,38135976.666666664
SF Bay,2015-06-01,38196478,2015,6,37841994.4,1.0093674661079703,37042822,103.11438475178807,38046091.416666664
SF Bay,2015-07-01,40995634,2015,7,38112052.0,1.0756606335444756,37042822,110.67092566543661,38137932.25
SF Bay,2015-08-01,41121653,2015,8,40027973.8,1.027322871886161,37042822,111.01112382852475,38219061.333333336
SF Bay,2015-09-01,40794545,2015,9,38209794.2,1.0676462894950636,37042822,110.12807015621003,38286597.416666664
SF Bay,2015-10-01,42217770,2015,10,40476741.8,1.0430130520041019,37042822,113.970177542089,38287159.916666664
SF Bay,2015-11-01,36858255,2015,11,36751034.6,1.0029174797707598,37042822,99.50174692414093,38390279.25
SF Bay,2015-12-01,36839079,2015,12,35804322.8,1.0289003147966258,37042822,99.44997980985359,38477724.833333336
SF Bay,2016-01-01,36219021,2016,1,36344866.2,0.9965374697128475,37042822,97.77608466223226,38490351.25
SF Bay,2016-02-01,38386722,2016,2,34973942.4,1.0975806376349497,37042822,103.62796333389504,38861887.75
SF Bay,2016-03-01,40001018,2016,3,38977852.2,1.0262499276448074,37042822,107.98588185316981,38947850.666666664
SF Bay,2016-04-01,38709677,2016,4,37832194.2,1.0231940763298364,37042822,104.49980565735515,38997216.083333336
SF Bay,2016-05-01,39323586,2016,5,38777791.6,1.0140749222036667,37042822,106.15710109775114,39138619.833333336
SF Bay,2016-06-01,38794368,2016,6,37841994.4,1.0251671090570216,37042822,104.7284356467226,39188444.0
SF Bay,2016-07-01,38026406,2016,7,38112052.0,0.9977527843423387,37042822,102.65526206399717,38941008.333333336
SF Bay,2016-08-01,41003917,2016,8,40027973.8,1.0243815288996718,37042822,110.69328627284389,38931197.0
SF Bay,2016-09-01,39551000,2016,9,38209794.2,1.0351010998117336,37042822,106.77102300683248,38827568.25
SF Bay,2016-10-01,39857828,2016,10,40476741.8,0.9847093967429958,37042822,107.59932923037019,38630906.416666664
SF Bay,2016-11-01,37708079,2016,11,36751034.6,1.0260412913654409,37042822,101.7959133891041,38701725.083333336
SF Bay,2016-12-01,35708199,2016,12,35804322.8,0.9973153018271862,37042822,96.39708065438427,38607485.083333336
SF Bay,2017-01-01,35500408,2017,1,36344866.2,0.9767654062790303,37042822,95.83613257110919,38547600.666666664
SF Bay,2017-02-01,34158965,2017,2,34973942.4,0.9766975827123224,37042822,92.2148021012006,38195287.583333336
SF Bay,2017-03-01,39591516,2017,3,38977852.2,1.0157439100761945,37042822,106.88039912293938,38161162.416666664
SF Bay,2017-04-01,36938283,2017,4,37832194.2,0.9763716797584,37042822,99.71778877969935,38013546.25
SF Bay,2017-05-01,39609943,2017,5,38777791.6,1.0214594840413758,37042822,106.93014425304854,38037409.333333336
SF Bay,2017-06-01,38417492,2017,6,37841994.4,1.0152079088093728,37042822,103.71102935948022,38006003.0
SF Bay,2017-07-01,36942562,2017,7,38112052.0,0.9693144310361458,37042822,99.72934027542502,37915682.666666664
SF Bay,2017-08-01,39713378,2017,8,40027973.8,0.9921406014310923,37042822,107.20937513885956,37808137.75
SF Bay,2017-09-01,37280778,2017,9,38209794.2,0.9756864380075618,37042822,100.64238086396333,37618952.583333336
SF Bay,2017-10-01,39549855,2017,10,40476741.8,0.9771007556739659,37042822,106.76793198963081,37593288.166666664
SF Bay,2017-11-01,36920407,2017,11,36751034.6,1.0046086430448409,37042822,99.66953111725667,37527648.833333336
SF Bay,2017-12-01,35908701,2017,12,35804322.8,1.0029152401675923,37042822,96.93835151112408,37544357.333333336
SF Bay,2018-01-01,36894576,2018,1,36344866.2,1.0151248266254451,37042822,99.59979830910291,37660538.0
SF Bay,2018-02-01,34452206,2018,2,34973942.4,0.9850821393243903,37042822,93.00642915380475,37684974.75
SF Bay,2018-03-01,38591751,2018,3,38977852.2,0.9900943438848587,37042822,104.18145518178935,37601661.0
SF Bay,2018-04-01,37303657,2018,4,37832194.2,0.9860294331011865,37042822,100.70414451685133,37632108.833333336
