metro,date,upt,year,month,baseline_monthly_mean,pct_of_baseline,jan2019_upt,index_jan2019_100,upt_12m_avg
Chicago,2013-10-01,59307872,2013,10,54155936.8,1.0951314944292498,40896269,145.02025111386078,54328438.25
Chicago,2013-11-01,51902421,2013,11,48094651.8,1.0791724039470019,40896269,126.91236210325201,54068808.25
Chicago,2013-12-01,48106186,2013,12,44379024.8,1.083984747677466,40896269,117.62976715553197,53955268.416666664
Chicago,2014-01-01,46819299,2014,1,45894020.6,1.0201611972083353,40896269,114.48305712191006,53537675.5
Chicago,2014-02-01,48508504,2014,2,45198820.2,1.073225004222566,40896269,118.6135194875601,53435404.083333336
Chicago,2014-03-01,54365939,2014,3,50656980.0,1.0732171361182605,40896269,132.9361830048604,53486911.833333336
Chicago,2014-04-01,54210494,2014,4,49157274.6,1.102796980530731,40896269,132.55608720687943,53425968.833333336
Chicago,2014-05-01,54878049,2014,5,51113222.0,1.0736566166773833,40896269,134.18839992469728,53310180.166666664
Chicago,2014-06-01,52851622,2014,6,50755660.2,1.04129513421244,40896269,129.23335867142305,53206750.0
Chicago,2014-07-01,53940614,2014,7,50134314.8,1.0759220349412255,40896269,131.89617370719077,53072560.083333336
Chicago,2014-08-01,52860163,2014,8,51053404.2,1.0353895852453263,40896269,129.2542432171502,52827729.583333336
Chicago,2014-09-01,55773020,2014,9,51562059.0,1.0816678209068415,40896269,136.37679270937895,52793681.916666664
Chicago,2014-10-01,58552621,2014,10,54155936.8,1.0811856365117851,40896269,143.17350318680658,52730744.333333336
Chicago,2014-11-01,49574089,2014,11,48094651.8,1.0307609504306672,40896269,121.21909947335294,52536716.666666664
Chicago,2014-12-01,49797692,2014,12,44379024.8,1.1220997357292088,40896269,121.7658559513094,52677675.5
Chicago,2015-01-01,48577269,2015,1,45894020.6,1.058466187205224,40896269,118.78166441051138,52824173.0
